date,zone,site,plot,pit,spp,sex,sv_length,total_length,weight,tail
11/16/98,C,GRAV,D,13,UTST,F,39,108,2,W
11/16/98,C,SAND,B,1,UTST,M,37,117,2,W
11/16/98,C,SAND,B,1,UTST,F,46,129,4,W
11/16/98,C,SAND,B,13,UTST,F,33,87,2,W
11/16/98,G,BASN,B,8,UTST,F,39,62,1,B
11/16/98,G,IBPE,C,14,UTST,M,47,135,4,W
11/16/98,G,SUMM,A,13,UTST,F,34,69,1,B
11/16/98,M,NORT,C,.,NONE,.,.,.,.,.
11/16/98,M,RABB,B,.,NONE,.,.,.,.,.
11/16/98,M,WELL,B,13,UTST,F,38,103,2,W
11/16/98,M,WELL,B,13,UTST,M,29,74,1,W
11/16/98,M,WELL,B,14,UTST,F,39,109,2,W
11/16/98,M,WELL,B,15,UTST,M,41,115,3,W
11/16/98,T,EAST,B,6,UTST,F,33,87,1,W
11/16/98,T,EAST,B,6,UTST,F,46,101,3,B
11/16/98,T,EAST,B,6,UTST,M,36,94,1,W
11/16/98,T,EAST,B,9,UTST,M,51,141,5,W
11/16/98,T,EAST,B,10,UTST,F,39,110,2,W
11/16/98,T,EAST,B,11,UTST,F,33,91,1,W
11/16/98,T,EAST,B,12,UTST,M,51,145,5,W
11/16/98,T,EAST,B,13,UTST,M,43,105,3,B
11/16/98,T,EAST,B,14,UTST,M,50,139,4,B
11/16/98,T,EAST,B,15,UTST,F,35,94,1,W
11/16/98,T,EAST,B,15,UTST,M,52,145,5,W
11/16/98,T,WEST,A,.,NONE,.,.,.,.,.
11/23/98,C,CALI,A,.,NONE,.,.,.,.,.
11/23/98,C,GRAV,D,.,NONE,.,.,.,.,.
11/23/98,C,SAND,B,.,NONE,.,.,.,.,.
11/23/98,G,BASN,B,.,NONE,.,.,.,.,.
11/23/98,G,IBPE,C,.,NONE,.,.,.,.,.
11/23/98,G,SUMM,A,.,NONE,.,.,.,.,.
11/23/98,M,NORT,C,4,UTST,F,43,113,1,W
11/23/98,M,NORT,C,16,UTST,F,41,110,2,W
11/23/98,M,RABB,A,2,UTST,F,46,96,1,W
11/23/98,M,WELL,B,.,NONE,.,.,.,.,.
11/23/98,T,EAST,B,1,UTST,F,49,120,4,B
11/23/98,T,EAST,B,1,UTST,F,44,100,3,B
11/23/98,T,EAST,B,4,UTST,F,37,101,2,B
11/23/98,T,EAST,B,8,UTST,M,48,116,5,B
11/23/98,T,EAST,B,13,UTST,F,32,90,1,W
11/23/98,T,WEST,A,12,UTST,F,36,93,1,W
3/19/99,C,CALI,A,7,UTST,F,48,115,4,W
3/19/99,C,GRAV,D,.,NONE,.,.,.,.,.
3/19/99,C,SAND,B,10,UTST,M,50,142,5,W
3/19/99,C,SAND,B,12,UTST,M,53,130,6,B
3/19/99,G,BASN,B,.,NONE,.,.,.,.,.
3/19/99,G,IBPE,C,.,NONE,.,.,.,.,.
3/19/99,G,SUMM,A,.,NONE,.,.,.,.,.
3/19/99,M,NORT,C,.,NONE,.,.,.,.,.
3/19/99,M,RABB,A,.,NONE,.,.,.,.,.
3/19/99,M,WELL,B,1,UTST,F,41,101,4,B
3/19/99,M,WELL,B,11,UTST,M,49,114,4,B
3/19/99,T,EAST,B,.,NONE,.,.,.,.,.
3/19/99,T,WEST,A,.,NONE,.,.,.,.,.
3/26/99,C,CALI,A,11,COTE,M,43,98,1,W
3/26/99,C,GRAV,D,10,COTE,M,38,85,1,W
3/26/99,C,SAND,B,.,NONE,.,.,.,.,.
3/26/99,G,BASN,B,7,CNUN,F,39,122,1,W
3/26/99,G,BASN,B,13,CNUN,F,45,145,2,W
3/26/99,G,IBPE,C,7,CNUN,F,49,163,3,W
3/26/99,G,IBPE,C,8,UTST,M,48,131,4,B
3/26/99,G,SUMM,A,.,NONE,.,.,.,.,.
3/26/99,M,NORT,C,.,NONE,.,.,.,.,.
3/26/99,M,RABB,A,15,UTST,M,46,120,3,B
3/26/99,M,WELL,B,.,NONE,.,.,.,.,.
3/26/99,T,EAST,B,16,UTST,F,48,122,5,B
3/26/99,T,WEST,A,8,CNUN,F,31,180,4,W
3/26/99,T,WEST,A,11,CNUN,F,34,115,2,W
6/15/99,C,CALI,A,.,NONE,.,.,.,.,.
6/15/99,C,GRAV,D,.,NONE,.,.,.,.,.
6/15/99,C,SAND,B,.,NONE,.,.,.,.,.
6/15/99,G,BASN,B,.,NONE,.,.,.,.,.
6/15/99,G,IBPE,C,.,NONE,.,.,.,.,.
6/15/99,G,SUMM,A,.,NONE,.,.,.,.,.
6/15/99,M,NORT,C,8,CNTI,F,86,222,18,B
6/15/99,M,RABB,A,.,NONE,.,.,.,.,.
6/15/99,M,WELL,B,.,NONE,.,.,.,.,.
6/15/99,T,EAST,B,7,UTST,F,47,116,3,W
6/15/99,T,EAST,B,10,UTST,F,45,52,3,B
6/15/99,T,WEST,A,.,NONE,.,.,.,.,.
6/18/99,C,CALI,A,.,NONE,.,.,.,.,.
6/18/99,C,GRAV,D,15,PHMO,F,46,71,5,W
6/18/99,C,SAND,B,.,NONE,.,.,.,.,.
6/18/99,G,IBPE,C,.,NONE,.,.,.,.,.
6/18/99,M,NORT,C,.,NONE,.,.,.,.,.
6/18/99,M,RABB,A,.,NONE,.,.,.,.,.
6/18/99,M,WELL,B,6,UTST,M,48,123,3,W
6/18/99,T,EAST,B,10,UTST,F,47,99,3,B
6/18/99,T,WEST,A,.,NONE,.,.,.,.,.
6/22/99,C,CALI,A,.,NONE,.,.,.,.,.
6/22/99,C,GRAV,D,.,NONE,.,.,.,.,.
6/22/99,C,SAND,B,.,NONE,.,.,.,.,.
6/22/99,G,BASN,B,11,UKCN,.,.,.,.,.
6/22/99,G,IBPE,C,8,CNUN,F,55,74,3,B
6/22/99,G,SUMM,A,.,NONE,.,.,.,.,.
6/22/99,M,NORT,C,.,NONE,.,.,.,.,.
6/22/99,M,RABB,A,.,NONE,.,.,.,.,.
6/22/99,M,WELL,B,.,NONE,.,.,.,.,.
6/22/99,T,EAST,B,12,CNTE,F,86,293,17,W
6/22/99,T,WEST,A,3,SCUN,F,69,171,14,B
6/22/99,T,WEST,A,11,CNIN,F,56,176,4,W
6/25/99,C,CALI,A,.,NONE,.,.,.,.,.
6/25/99,C,GRAV,D,.,NONE,.,.,.,.,.
6/25/99,C,SAND,B,1,CNUN,F,65,161,6,B
6/25/99,G,BASN,B,4,UTST,F,.,.,.,.
6/25/99,G,BASN,B,14,HOMA,M,55,82,3,B
6/25/99,G,IBPE,C,.,NONE,.,.,.,.,.
6/25/99,G,SUMM,A,2,CNUN,F,.,.,.,W
6/25/99,M,NORT,C,.,NONE,.,.,.,.,.
6/25/99,M,RABB,A,.,NONE,.,.,.,.,.
6/25/99,M,WELL,B,.,NONE,.,.,.,.,.
6/25/99,T,WEST,A,3,CNTI,F,84,251,20,B
6/25/99,T,WEST,A,15,CNUN,F,55,149,3,B
8/17/99,C,CALI,A,6,COTE,M,33,57,1,B
8/17/99,C,GRAV,D,.,NONE,.,.,.,.,.
8/17/99,C,SAND,B,14,UTST,.,.,.,.,.
8/17/99,G,BASN,B,1,UTST,M,34,90,1,W
8/17/99,G,IBPE,C,.,NONE,.,.,.,.,.
8/17/99,G,SUMM,A,.,NONE,.,.,.,.,.
8/17/99,M,NORT,A,12,UTST,M,34,92,.,W
8/17/99,M,NORT,A,12,UTST,F,33,83,2,B
8/17/99,M,NORT,A,13,UTST,F,29,74,.,W
8/17/99,M,RABB,A,9,UTST,F,31,72,1,W
8/17/99,M,WELL,B,.,NONE,.,.,.,.,.
8/17/99,T,EAST,B,11,UTST,M,36,95,1,W
8/17/99,T,WEST,A,1,CNUN,F,56,171,3,W
8/17/99,T,WEST,A,11,CNIN,F,27,89,1,W
8/20/99,C,GRAV,D,.,NONE,.,.,.,.,.
8/20/99,C,SAND,B,1,EUOB,J,.,.,.,B
8/20/99,C,SAND,B,10,UTST,M,38,102,2,W
8/20/99,G,BASN,B,.,NONE,.,.,.,.,.
8/20/99,G,IBPE,C,.,NONE,.,.,.,.,.
8/20/99,G,SUMM,A,1,EUOB,.,80,220,15,W
8/20/99,M,NORT,C,4,UTST,M,52,110,4,B
8/20/99,M,NORT,C,12,UTST,F,34,93,1,W
8/20/99,M,RABB,A,.,NONE,.,.,.,.,.
8/20/99,M,WELL,B,.,NONE,.,.,.,.,.
8/20/99,T,EAST,B,7,UTST,M,28,62,1,W
8/20/99,T,WEST,A,10,CRCO,M,41,115,3,W
8/24/99,C,CALI,A,14,UTST,F,34,89,1,W
8/24/99,C,GRAV,D,.,NONE,.,.,.,.,.
8/24/99,C,SAND,B,.,NONE,.,.,.,.,.
8/24/99,G,IBPE,C,11,UKCN,F,40,130,2,W
8/24/99,G,SUMM,A,3,EUOB,J,54,145,4,W
8/24/99,M,NORT,C,3,UKCN,F,42,132,2,W
8/24/99,M,NORT,C,8,UTST,F,29,70,1,B
8/24/99,M,RABB,A,3,UKCN,.,.,.,.,.
8/24/99,M,RABB,A,13,UTST,F,36,100,2,W
8/24/99,M,WELL,B,10,UTST,.,.,.,.,.
8/24/99,M,WELL,B,13,UTST,M,35,90,1,W
8/24/99,T,EAST,B,2,UTST,M,36,104,2,W
8/24/99,T,EAST,B,8,UTST,M,37,105,2,W
8/24/99,T,EAST,B,8,UTST,F,35,95,2,W
8/24/99,T,WEST,A,5,CNIN,F,60,193,4,W
8/24/99,T,WEST,A,11,UTST,M,42,111,3,W
8/24/99,T,WEST,A,13,UTST,M,29,72,1,W
8/27/99,C,CALI,A,.,NONE,.,.,.,.,.
8/27/99,C,GRAV,D,.,NONE,.,.,.,.,.
8/27/99,C,SAND,B,1,EUOB,J,51,131,3,W
8/27/99,G,BASN,B,1,UTST,F,50,80,1,W
8/27/99,G,BASN,B,16,UKLI,.,.,.,.,.
8/27/99,G,IBPE,C,4,UTST,.,.,.,.,.
8/27/99,G,SUMM,A,.,NONE,.,.,.,.,.
8/27/99,M,NORT,C,.,NONE,.,.,.,.,.
8/27/99,M,RABB,A,.,NONE,.,.,.,.,.
8/27/99,M,WELL,B,.,NONE,.,.,.,.,.
8/27/99,T,EAST,B,.,NONE,.,.,.,.,.
8/27/99,T,WEST,A,.,NONE,.,.,.,.,.
11/17/99,C,CALI,A,6,UTST,F,44,121,3,W
11/17/99,C,GRAV,D,3,UTST,F,46,86,4,B
11/17/99,C,GRAV,D,5,UTST,M,51,141,5,W
11/17/99,C,SAND,B,3,UTST,M,42,120,2,W
11/17/99,C,SAND,B,3,UTST,M,52,81,5,B
11/17/99,C,SAND,B,3,UTST,F,42,111,2,W
11/17/99,C,SAND,B,8,UTST,M,48,132,4,W
11/17/99,C,SAND,B,14,UTST,F,38,102,2,W
11/17/99,C,SAND,B,15,UTST,F,38,100,2,W
11/17/99,C,SAND,B,16,UTST,M,52,131,6,W
11/17/99,C,SAND,B,16,UTST,M,51,147,5,W
11/17/99,G,BASN,B,3,UTST,F,33,86,1,W
11/17/99,G,BASN,B,8,UTST,F,37,96,2,W
11/17/99,G,BASN,B,9,UTST,F,37,104,2,W
11/17/99,G,BASN,B,11,PHCO,J,30,41,2,W
11/17/99,G,BASN,B,14,PHCO,J,29,41,2,W
11/17/99,G,IBPE,C,3,UTST,F,44,56,2,B
11/17/99,G,IBPE,C,16,UTST,M,32,86,1,W
11/17/99,G,SUMM,A,.,NONE,.,.,.,.,.
11/17/99,M,NORT,C,3,UTST,M,52,130,5,W
11/17/99,M,NORT,C,11,UTST,M,50,141,5,W
11/17/99,M,NORT,C,13,UTST,F,48,125,4,W
11/17/99,M,RABB,A,1,UTST,F,43,113,4,W
11/17/99,M,RABB,A,6,UTST,F,45,105,3,B
11/17/99,M,WELL,B,.,NONE,.,.,.,.,.
11/17/99,T,EAST,B,3,UTST,F,33,79,1,W
11/17/99,T,EAST,B,5,UTST,F,45,74,3,B
11/17/99,T,EAST,B,7,UTST,F,42,117,4,W
11/17/99,T,EAST,B,11,UTST,F,45,118,4,W
11/17/99,T,EAST,B,12,UTST,F,46,122,4,W
11/17/99,T,EAST,B,12,UTST,M,52,144,6,W
11/17/99,T,EAST,B,13,UTST,M,50,137,5,W
11/17/99,T,WEST,A,.,NONE,.,.,.,.,.
11/23/99,C,CALI,A,.,NONE,.,.,.,.,.
11/23/99,C,GRAV,D,.,NONE,.,.,.,.,.
11/23/99,C,SAND,B,1,UTST,M,42,108,3,W
11/23/99,G,BASN,B,4,UTST,F,40,94,2,W
11/23/99,G,IBPE,C,.,NONE,.,.,.,.,.
11/23/99,G,SUMM,A,.,NONE,.,.,.,.,.
11/23/99,M,NORT,C,1,UTST,F,43,116,3,W
11/23/99,M,RABB,B,.,NONE,.,.,.,.,.
11/23/99,M,WELL,B,13,UTST,F,30,48,1,B
11/23/99,T,EAST,B,10,UTST,F,46,118,4,W
11/23/99,T,EAST,B,10,UTST,M,51,79,5,B
11/23/99,T,WEST,A,.,NONE,.,.,.,.,.
3/6/00,C,CALI,A,10,UTST,.,.,.,.,.
3/6/00,C,SAND,B,.,NONE,.,.,.,.,.
3/6/00,G,BASN,B,.,NONE,.,.,.,.,.
3/6/00,G,BASN,B,5,UTST,.,.,.,.,.
3/6/00,G,BASN,B,8,CNIN,.,.,.,.,.
3/6/00,G,BASN,B,8,UTST,.,.,.,.,.
3/6/00,G,IBPE,C,.,NONE,.,.,.,.,.
3/6/00,G,IBPE,C,.,NONE,.,.,.,.,.
3/6/00,M,RABB,A,.,NONE,.,.,.,.,.
3/13/00,C,CALI,A,.,NONE,.,.,.,.,.
3/13/00,C,GRAV,D,.,NONE,.,.,.,.,.
3/13/00,C,SAND,B,12,UTST,F,41,109,2,B
3/13/00,G,BASN,B,.,NONE,.,.,.,.,.
3/13/00,G,BASN,B,14,CNIN,F,42,126,1,W
3/13/00,G,IBPE,C,4,CNUN,F,46,156,2,W
3/13/00,G,IBPE,C,5,CNIN,F,42,132,1,W
3/13/00,G,IBPE,C,13,CNIN,F,47,157,1,W
3/13/00,G,IBPE,C,13,UTST,M,52,122,4,B
3/13/00,G,IBPE,C,15,CNUN,F,42,137,1,W
3/13/00,G,SUMM,A,.,NONE,.,.,.,.,.
3/13/00,M,NORT,C,9,UTST,M,50,135,4,W
3/13/00,M,RABB,A,8,UTST,M,50,93,4,B
3/13/00,M,WELL,B,8,UTST,F,45,98,3,B
3/13/00,T,EAST,B,1,UTST,F,49,110,4,B
3/13/00,T,EAST,B,10,UTST,M,48,136,4,W
3/13/00,T,WEST,A,1,CNIN,F,39,116,1,W
3/20/00,C,CALI,A,.,NONE,.,.,.,.,.
3/20/00,C,GRAV,D,.,NONE,.,.,.,.,.
3/20/00,C,SAND,B,5,UTST,M,53,103,4,B
3/20/00,G,BASN,B,8,CNIN,F,40,143,1,W
3/20/00,G,IBPE,C,2,CNIN,.,.,.,.,.
3/20/00,G,IBPE,C,2,UTST,M,47,130,3,B
3/20/00,G,IBPE,C,4,CNIN,F,46,163,2,W
3/20/00,G,IBPE,C,4,CNIN,.,.,.,.,.
3/20/00,G,IBPE,C,5,CNIN,F,45,150,2,W
3/20/00,G,IBPE,C,9,CNIN,F,43,150,2,W
3/20/00,G,IBPE,C,15,UTST,F,44,107,3,B
3/20/00,G,SUMM,A,.,NONE,.,.,.,.,.
3/20/00,M,NORT,C,.,NONE,.,.,.,.,.
3/20/00,M,RABB,A,.,NONE,.,.,.,.,.
3/20/00,M,WELL,B,.,NONE,.,.,.,.,.
3/20/00,T,EAST,B,1,UTST,F,40,115,2,W
3/20/00,T,EAST,B,13,UTST,F,46,120,3,W
3/20/00,T,WEST,A,5,CNUN,F,42,135,1,W
3/20/00,T,WEST,A,5,CNUN,F,36,105,1,W
3/20/00,T,WEST,A,8,UTST,F,43,106,2,W
6/9/00,G,BASN,B,1,UKLI,.,.,.,.,.
6/9/00,G,BASN,B,4,UKLI,.,.,.,.,.
6/9/00,G,BASN,B,8,UKLI,.,.,.,.,.
6/9/00,G,BASN,B,11,UKLI,.,.,.,.,.
6/9/00,G,BASN,B,12,UKLI,.,.,.,.,.
6/9/00,G,BASN,B,15,UKLI,.,.,.,.,.
6/9/00,G,SUMM,A,6,UKLI,.,.,.,.,.
6/9/00,G,SUMM,A,14,UKLI,.,.,.,.,.
6/9/00,M,WELL,B,12,UKLI,.,.,.,.,.
6/9/00,T,EAST,B,10,UKLI,.,.,.,.,.
6/13/00,C,GRAV,D,16,PHMO,F,48,82,5,W
6/13/00,C,SAND,B,.,NONE,.,.,.,.,.
6/13/00,G,BASN,B,2,CNIN,F,57,191,3,W
6/13/00,G,BASN,B,9,CNTE,.,.,.,.,.
6/13/00,G,BASN,B,14,UTST,F,49,125,2,W
6/13/00,G,IBPE,C,.,NONE,.,.,.,.,.
6/13/00,M,NORT,C,.,NONE,.,.,.,.,.
6/13/00,M,RABB,A,.,NONE,.,.,.,.,.
6/13/00,M,WELL,B,.,NONE,.,.,.,.,.
6/13/00,T,EAST,B,7,CNTI,F,83,282,22,W
6/13/00,T,EAST,B,12,UTST,F,44,111,1,W
6/13/00,T,WEST,A,13,CNIN,F,47,108,1,W
6/13/00,T,WEST,A,15,CRCO,F,67,195,18,B
6/16/00,C,CALI,A,.,NONE,.,.,.,.,.
6/16/00,C,GRAV,D,.,NONE,.,.,.,.,.
6/16/00,C,SAND,B,.,NONE,.,.,.,.,.
6/16/00,G,BASN,B,1,UTST,F,59,72,7,B
6/16/00,G,BASN,B,6,CNIN,F,59,180,2,W
6/16/00,G,IBPE,C,.,NONE,.,.,.,.,.
6/16/00,G,SUMM,A,2,CNUN,.,.,.,.,.
6/16/00,G,SUMM,A,4,CNUN,F,57,180,4,W
6/16/00,G,SUMM,A,8,CNUN,.,.,.,.,.
6/16/00,M,NORT,C,.,NONE,.,.,.,.,.
6/16/00,M,RABB,A,.,NONE,.,.,.,.,.
6/16/00,M,WELL,B,.,NONE,.,.,.,.,.
6/16/00,T,EAST,B,12,CNTI,F,87,308,20,W
6/16/00,T,WEST,A,.,NONE,.,.,.,.,.
6/20/00,C,CALI,A,.,NONE,.,.,.,.,.
6/20/00,C,GRAV,D,.,NONE,.,.,.,.,.
6/20/00,C,SAND,B,.,NONE,.,.,.,.,.
6/20/00,G,IBPE,C,.,NONE,.,.,.,.,.
6/20/00,M,NORT,C,11,CNTE,F,55,187,5,W
6/20/00,M,RABB,A,.,NONE,.,.,.,.,.
6/20/00,M,WELL,B,.,NONE,.,.,.,.,.
6/20/00,T,EAST,B,.,NONE,.,.,.,.,.
6/20/00,T,EAST,B,12,CNTI,M,85,290,19,W
6/20/00,T,EAST,B,13,UTST,F,43,141,4,W
6/20/00,T,WEST,A,4,CRCO,M,74,208,20,B
6/20/00,T,WEST,A,13,CNIN,F,51,169,4,W
6/23/00,C,CALI,A,.,NONE,.,.,.,.,.
6/23/00,C,CALI,A,.,NONE,.,.,.,.,.
6/23/00,C,GRAV,D,.,NONE,.,.,.,.,.
6/23/00,C,GRAV,D,.,NONE,.,.,.,.,.
6/23/00,C,SAND,B,.,NONE,.,.,.,.,.
6/23/00,C,SAND,B,.,NONE,.,.,.,.,.
6/23/00,G,IBPE,C,.,NONE,.,.,.,.,.
6/23/00,G,IBPE,C,.,NONE,.,.,.,.,.
6/23/00,G,SUMM,A,.,NONE,.,.,.,.,.
6/23/00,G,SUMM,A,.,NONE,.,.,.,.,.
6/23/00,M,NORT,C,7,CNTE,F,77,213,20,W
6/23/00,M,RABB,A,.,NONE,.,.,.,.,.
6/23/00,M,RABB,A,.,NONE,.,.,.,.,.
6/23/00,M,WELL,B,.,NONE,.,.,.,.,.
6/23/00,M,WELL,B,.,NONE,.,.,.,.,.
6/23/00,T,EAST,B,.,NONE,.,.,.,.,.
6/23/00,T,WEST,A,1,CNUN,F,62,201,5,W
6/23/00,T,WEST,A,13,CNTE,F,86,250,25,B
8/11/00,C,CALI,A,.,NONE,.,.,.,.,.
8/11/00,C,GRAV,D,.,NONE,.,.,.,.,.
8/11/00,C,SAND,B,.,NONE,.,.,.,.,.
8/11/00,C,SAND,B,.,NONE,.,.,.,.,.
8/11/00,G,BASN,B,.,NONE,.,.,.,.,.
8/11/00,G,IBPE,C,6,CNIN,J,.,.,.,.
8/11/00,G,SUMM,A,.,NONE,.,.,.,.,.
8/11/00,M,NORT,C,1,CNIN,J,38,120,1,W
8/11/00,M,NORT,C,1,UTST,J,.,.,.,.
8/11/00,M,NORT,C,16,CNTI,J,44,148,2,W
8/11/00,M,RABB,A,.,NONE,.,.,.,.,.
8/11/00,M,WELL,B,2,UTST,.,.,.,.,.
8/11/00,T,EAST,B,.,NONE,.,.,.,.,.
8/11/00,T,EAST,B,6,UTST,J,33,89,1,W
8/11/00,T,WEST,A,.,NONE,.,.,.,.,.
8/15/00,C,CALI,A,.,NONE,.,.,.,.,.
8/15/00,C,GRAV,D,.,NONE,.,.,.,.,.
8/15/00,C,SAND,B,.,NONE,.,.,.,.,.
8/15/00,G,BASN,B,.,NONE,.,.,.,.,.
8/15/00,G,IBPE,C,.,NONE,.,.,.,.,.
8/15/00,G,SUMM,A,.,NONE,.,.,.,.,.
8/15/00,M,NORT,C,.,NONE,.,.,.,.,.
8/15/00,M,RABB,A,15,UTST,M,53,150,3,W
8/15/00,M,RABB,A,15,UTST,J,31,85,1,W
8/15/00,T,EAST,B,.,NONE,.,.,.,.,.
8/15/00,T,WEST,A,.,NONE,.,.,.,.,.
8/18/00,C,CALI,A,.,NONE,.,.,.,.,.
8/18/00,C,GRAV,D,3,CNUN,F,63,198,6,W
8/18/00,C,SAND,B,13,UTST,J,38,102,2,W
8/18/00,G,BASN,B,.,NONE,.,.,.,.,.
8/18/00,G,IBPE,C,.,NONE,.,.,.,.,.
8/18/00,G,SUMM,A,.,NONE,.,.,.,.,.
8/18/00,M,NORT,C,11,CNTI,J,58,124,1,W
8/18/00,M,RABB,A,.,NONE,.,.,.,.,.
8/18/00,M,WELL,B,2,UTST,J,37,100,2,W
8/18/00,T,EAST,B,7,UTST,J,35,95,2,W
8/18/00,T,WEST,A,.,NONE,.,.,.,.,.
8/22/00,C,CALI,A,.,NONE,.,.,.,.,.
8/22/00,C,GRAV,D,.,NONE,.,.,.,.,.
8/22/00,G,BASN,B,.,NONE,.,.,.,.,.
8/22/00,G,IBPE,C,.,NONE,.,.,.,.,.
8/22/00,G,SUMM,A,.,NONE,.,.,.,.,.
8/22/00,M,NORT,C,.,NONE,.,.,.,.,.
8/22/00,M,RABB,A,8,UTST,.,.,.,.,.
8/22/00,M,WELL,B,6,CNTI,F,40,140,2,W
8/22/00,T,EAST,B,.,NONE,.,.,.,.,.
8/22/00,T,WEST,A,.,CRCO,F,89,222,33,B
11/21/00,C,CALI,A,.,NONE,.,.,.,.,.
11/21/00,C,GRAV,D,.,NONE,.,.,.,.,.
11/21/00,C,SAND,B,.,NONE,.,.,.,.,.
11/21/00,G,BASN,B,.,NONE,.,.,.,.,.
11/21/00,G,IBPE,C,7,UTST,M,46,128,3,W
11/21/00,G,SUMM,A,.,NONE,.,.,.,.,.
11/21/00,M,NORT,C,.,NONE,.,.,.,.,.
11/21/00,M,RABB,A,1,UTST,M,44,117,2,B
11/21/00,M,WELL,B,3,UTST,F,41,110,2,W
11/21/00,M,WELL,B,3,UTST,F,37,101,1,W
11/21/00,M,WELL,B,7,UTST,J,37,106,2,W
11/21/00,M,WELL,B,7,UTST,J,40,108,2,W
11/21/00,T,EAST,B,.,NONE,.,.,.,.,.
11/21/00,T,WEST,A,.,NONE,.,.,.,.,.
11/28/00,C,CALI,A,.,NONE,.,.,.,.,.
11/28/00,C,GRAV,D,.,NONE,.,.,.,.,.
11/28/00,C,SAND,B,3,UTST,F,38,103,1,W
11/28/00,G,BASN,B,.,NONE,.,.,.,.,.
11/28/00,G,IBPE,C,.,NONE,.,.,.,.,.
11/28/00,G,SUMM,A,.,NONE,.,.,.,.,.
11/28/00,M,NORT,C,.,NONE,.,.,.,.,.
11/28/00,M,RABB,A,1,UTST,F,41,105,2,W
11/28/00,M,RABB,A,9,UTST,F,36,100,1,W
11/28/00,M,WELL,B,6,UTST,J,26,68,1,W
11/28/00,M,WELL,B,7,UTST,F,40,106,1,W
11/28/00,T,EAST,B,1,UTST,M,49,141,4,W
11/28/00,T,EAST,B,4,UTST,M,46,128,3,W
11/28/00,T,EAST,B,5,UTST,M,45,124,3,W
11/28/00,T,WEST,A,.,NONE,.,.,.,.,.
3/8/01,C,CALI,A,10,UTST,M,50,136,4,W
3/8/01,C,GRAV,D,.,NONE,.,.,.,.,.
3/8/01,C,SAND,B,6,UTST,M,41,109,3,W
3/8/01,C,SAND,B,8,UTST,M,48,130,5,W
3/8/01,G,BASN,B,.,NONE,.,.,.,.,.
3/8/01,G,IBPE,C,.,NONE,.,.,.,.,.
3/8/01,G,SUMM,A,.,NONE,.,.,.,.,.
3/8/01,M,NORT,C,1,UTST,F,42,116,2,W
3/8/01,M,RABB,A,8,UTST,J,38,100,2,W
3/8/01,M,RABB,A,16,UTST,M,51,115,5,W
3/8/01,M,WELL,B,.,NONE,.,.,.,.,.
3/8/01,T,EAST,B,12,UTST,M,47,100,4,B
3/8/01,T,EAST,B,13,UTST,M,43,83,3,B
3/8/01,T,EAST,B,13,UTST,M,46,90,3,B
3/8/01,T,WEST,A,.,NONE,.,.,.,.,.
3/15/01,C,CALI,A,.,NONE,.,.,.,.,.
3/15/01,C,GRAV,D,.,NONE,.,.,.,.,.
3/15/01,C,SAND,B,1,UTST,F,49,119,4,W
3/15/01,C,SAND,B,2,UTST,M,45,102,4,B
3/15/01,C,SAND,B,3,UTST,F,42,111,3,W
3/15/01,C,SAND,B,6,UTST,M,45,122,4,W
3/15/01,G,BASN,B,7,CNIN,F,38,122,2,W
3/15/01,G,BASN,B,11,CNUN,F,39,121,2,W
3/15/01,G,IBPE,C,.,NONE,.,.,.,.,.
3/15/01,M,NORT,C,5,UTST,M,50,114,4,W
3/15/01,M,NORT,C,5,UTST,F,49,112,3,W
3/15/01,M,NORT,C,11,UTST,M,46,116,3,W
3/15/01,M,RABB,A,.,NONE,.,.,.,.,.
3/15/01,M,WELL,B,1,UTST,M,38,95,3,W
3/15/01,M,WELL,B,10,UTST,J,25,61,1,W
3/15/01,M,WELL,B,14,UTST,F,44,54,3,B
3/15/01,T,EAST,B,4,UTST,M,51,109,5,B
3/15/01,T,WEST,A,12,CNIN,J,36,113,2,W
6/8/01,C,CALI,A,.,NONE,.,.,.,.,.
6/8/01,C,GRAV,D,.,NONE,.,.,.,.,.
6/8/01,C,SAND,B,.,NONE,.,.,.,.,.
6/8/01,G,BASN,B,5,CNIN,F,53,174,4,W
6/8/01,G,BASN,B,5,PHCO,F,49,68,5,W
6/8/01,G,IBPE,C,.,NONE,.,.,.,.,.
6/8/01,G,SUMM,A,13,CNUN,F,58,160,4,W
6/8/01,M,NORT,C,.,NONE,.,.,.,.,.
6/8/01,M,RABB,A,.,NONE,.,.,.,.,.
6/8/01,M,WELL,B,.,NONE,.,.,.,.,.
6/8/01,T,EAST,B,4,SCUN,.,.,.,.,.
6/8/01,T,WEST,A,13,CNIN,F,51,171,3,W
6/12/01,C,CALI,A,.,NONE,.,.,.,.,.
6/12/01,C,GRAV,D,.,NONE,.,.,.,.,.
6/12/01,C,SAND,B,.,NONE,.,.,.,.,.
6/12/01,G,BASN,B,14,CNTE,J,57,112,4,B
6/12/01,G,IBPE,C,16,CNIN,F,.,.,.,.
6/12/01,G,SUMM,A,.,NONE,.,.,.,.,.
6/12/01,M,NORT,C,3,UTST,M,50,120,4,B
6/12/01,M,NORT,C,14,UTST,J,44,107,3,W
6/12/01,M,RABB,A,.,NONE,.,.,.,.,.
6/12/01,M,WELL,B,.,NONE,.,.,.,.,.
6/12/01,T,EAST,B,7,PHMO,F,56,85,10,W
