date,zone,site,plot,pit,spp,sex,sv_length,total_length,weight,tail
6/10/94,C,CALI,A,.,NONE,.,.,.,.,.
6/10/94,C,GRAV,D,5,UTST,F,45,117,3,B
6/10/94,C,SAND,B,.,NONE,.,.,.,.,.
6/10/94,G,BASN,B,5,CNIN,F,57,183,.,W
6/10/94,G,IBPE,A,2,CNIN,F,45,153,2,W
6/10/94,G,IBPE,C,16,CNIN,F,43,126,2,W
6/10/94,M,RABB,A,.,NONE,.,.,.,.,.
6/10/94,M,RABB,C,6,UTST,F,45,114,2,W
6/10/94,M,WELL,B,.,NONE,.,.,.,.,.
6/10/94,T,EAST,B,8,PHMO,F,55,83,9,W
6/10/94,T,WEST,A,.,NONE,.,.,.,.,.
6/16/94,C,CALI,A,.,NONE,.,.,.,.,.
6/16/94,C,GRAV,C,6,UTST,J,31,84,1,W
6/16/94,C,SAND,B,.,NONE,.,.,.,.,.
6/16/94,G,BASN,B,.,NONE,.,.,.,.,.
6/16/94,G,IBPE,A,4,UTST,J,27,72,1,W
6/16/94,G,IBPE,A,5,UTST,J,27,68,1,W
6/16/94,G,IBPE,C,4,UTST,J,29,76,1,W
6/16/94,G,IBPE,C,11,UTST,J,29,76,1,W
6/16/94,G,IBPE,C,12,UTST,J,26,71,1,W
6/16/94,G,IBPE,C,15,CNIN,F,49,80,2,B
6/16/94,G,IBPE,C,16,UTST,J,26,70,1,W
6/16/94,M,RABB,A,13,UTST,J,29,66,1,B
6/16/94,M,RABB,C,2,SCUN,J,23,54,1,W
6/16/94,M,WELL,B,1,UTST,J,26,68,1,B
6/16/94,M,WELL,B,7,CNNE,F,38,120,1,W
6/16/94,M,WELL,B,7,UTST,J,28,40,1,B
6/16/94,M,WELL,B,7,UTST,J,24,27,.,B
6/16/94,T,EAST,B,3,UTST,J,29,78,1,W
6/16/94,T,EAST,B,12,UTST,J,32,90,1,W
6/16/94,T,WEST,A,5,CNIN,F,51,172,2,W
8/19/94,C,CALI,A,.,NONE,.,.,.,.,.
8/19/94,C,GRAV,D,7,UTST,J,31,85,1,W
8/19/94,C,SAND,B,9,UTST,J,32,92,1,W
8/19/94,G,BASN,B,2,CNIN,F,57,146,4,B
8/19/94,G,BASN,B,8,UTST,J,34,94,1,W
8/19/94,G,BASN,B,15,CNIN,J,31,90,1,W
8/19/94,G,IBPE,A,2,UTST,J,31,82,1,.
8/19/94,G,IBPE,A,12,CNTI,J,41,139,2,W
8/19/94,G,IBPE,A,15,UTST,J,31,78,1,W
8/19/94,G,IBPE,C,4,HOMA,F,53,104,3,W
8/19/94,G,IBPE,C,7,UTST,J,30,69,1,B
8/19/94,G,IBPE,C,8,CNIN,F,55,165,4,W
8/19/94,G,IBPE,C,13,UTST,J,32,88,1,W
8/19/94,G,IBPE,C,16,UTST,J,26,70,1,W
8/19/94,M,RABB,A,7,CNNE,J,36,114,1,W
8/19/94,M,RABB,C,5,SCUN,J,26,49,1,B
8/19/94,M,RABB,C,8,UTST,J,30,80,1,W
8/19/94,M,WELL,B,4,UTST,J,22,57,1,W
8/19/94,M,WELL,B,7,UTST,J,22,57,1,W
8/19/94,T,EAST,B,.,NONE,.,.,.,.,.
8/19/94,T,WEST,A,11,CNIN,J,26,62,1,B
8/23/94,C,CALI,A,3,CNUN,F,.,.,.,.
8/23/94,C,GRAV,D,7,UTST,M,50,147,3,W
8/23/94,C,SAND,B,12,UTST,J,33,85,1,W
8/23/94,G,BASN,B,7,CNIN,J,40,95,1,W
8/23/94,G,BASN,B,8,UTST,J,38,69,1,W
8/23/94,G,BASN,B,15,CNIN,J,36,79,1,W
8/23/94,G,IBPE,A,3,CNIN,F,60,193,4,W
8/23/94,G,IBPE,C,7,UTST,J,21,35,1,W
8/23/94,M,RABB,A,9,UTST,J,31,82,1,W
8/23/94,M,RABB,C,.,NONE,.,.,.,.,.
8/23/94,M,WELL,B,1,UTST,J,36,94,1,W
8/23/94,M,WELL,B,11,UTST,J,30,67,1,B
8/23/94,T,EAST,B,10,CNTI,J,43,153,2,W
8/23/94,T,WEST,A,7,CRCO,J,37,103,2,W
8/26/94,C,CALI,A,8,EUOB,.,71,192,9,W
8/26/94,C,GRAV,C,.,NONE,.,.,.,.,.
8/26/94,C,SAND,B,.,NONE,.,.,.,.,.
8/26/94,G,BASN,B,14,UTST,J,23,58,1,W
8/26/94,G,IBPE,A,7,UTST,J,23,45,1,W
8/26/94,G,IBPE,C,6,UTST,J,31,82,1,W
8/26/94,M,RABB,A,2,EUOB,.,76,205,10,W
8/26/94,M,RABB,C,5,CNNE,F,36,116,1,W
8/26/94,M,RABB,C,9,CNTI,J,35,113,1,W
8/26/94,M,RABB,C,13,CNNE,F,37,117,1,W
8/26/94,M,WELL,B,10,UTST,J,33,65,1,B
8/26/94,T,EAST,B,.,NONE,.,.,.,.,.
8/26/94,T,WEST,A,.,NONE,.,.,.,.,.
11/4/94,C,CALI,A,4,UTST,F,42,106,2,B
11/4/94,C,CALI,A,10,UTST,M,48,126,3,W
11/4/94,C,GRAV,C,8,UTST,F,43,118,3,W
11/4/94,C,GRAV,C,13,UTST,M,51,138,5,W
11/4/94,C,SAND,B,9,UTST,J,35,89,1,W
11/4/94,C,SAND,B,13,UTST,J,32,85,1,W
11/4/94,G,BASN,B,.,NONE,.,.,.,.,.
11/4/94,G,IBPE,A,5,UTST,J,32,93,1,W
11/4/94,G,IBPE,A,6,UTST,J,37,102,2,W
11/4/94,G,IBPE,C,1,UTST,M,42,121,3,W
11/4/94,G,IBPE,C,2,UTST,M,38,96,2,B
11/4/94,G,IBPE,C,7,UTST,F,40,109,3,W
11/4/94,G,IBPE,C,8,UTST,F,38,98,2,B
11/4/94,G,IBPE,C,8,UTST,M,42,115,3,W
11/4/94,G,IBPE,C,16,UTST,J,35,95,2,W
11/4/94,M,RABB,A,.,NONE,.,.,.,.,.
11/4/94,M,RABB,A,2,UTST,M,45,126,3,W
11/4/94,M,RABB,A,3,UTST,J,33,93,1,W
11/4/94,M,RABB,A,4,UTST,J,37,101,2,W
11/4/94,M,WELL,B,2,UTST,J,36,103,2,W
11/4/94,M,WELL,B,3,UTST,M,38,111,2,W
11/4/94,M,WELL,B,4,UTST,J,29,78,1,W
11/4/94,M,WELL,B,6,UTST,J,29,61,1,B
11/4/94,M,WELL,B,11,UTST,M,45,67,.,B
11/4/94,M,WELL,B,11,UTST,F,32,67,.,B
11/4/94,T,EAST,B,.,NONE,.,.,.,.,.
11/4/94,T,WEST,A,7,UTST,J,34,96,2,W
11/11/94,C,CALI,A,7,UTST,F,40,109,3,W
11/11/94,C,CALI,A,9,UTST,F,36,85,3,B
11/11/94,C,GRAV,D,.,NONE,.,.,.,.,.
11/11/94,C,IBPE,C,8,UTST,J,29,81,2,W
11/11/94,C,SAND,B,5,UTST,M,33,92,3,W
11/11/94,C,SAND,B,11,UTST,M,36,91,2,W
11/11/94,G,BASN,B,.,NONE,.,.,.,.,.
11/11/94,G,IBPE,A,7,UTST,M,40,81,2,B
11/11/94,G,IBPE,A,10,UTST,M,39,111,4,W
11/11/94,G,IBPE,A,15,UTST,F,45,110,3,B
11/11/94,G,IBPE,A,15,UTST,M,43,80,4,B
11/11/94,G,IBPE,A,16,UTST,F,39,90,2,B
11/11/94,G,IBPE,C,5,UTST,F,37,103,2,W
11/11/94,G,IBPE,C,6,UTST,F,38,100,2,W
11/11/94,G,IBPE,C,9,UTST,F,37,94,4,W
11/11/94,G,IBPE,C,9,UTST,F,39,104,4,W
11/11/94,G,IBPE,C,10,UTST,M,46,125,6,W
11/11/94,G,IBPE,C,11,UTST,F,45,112,5,B
11/11/94,M,RABB,A,6,UTST,F,36,99,2,W
11/11/94,M,RABB,C,10,SCUN,F,38,110,3,W
11/11/94,M,WELL,B,7,UTST,F,34,95,2,W
11/11/94,M,WELL,B,9,UTST,F,37,90,3,B
11/11/94,M,WELL,B,10,UTST,J,30,71,2,B
11/11/94,M,WELL,B,12,UTST,J,30,60,1,W
11/11/94,T,EAST,B,4,UTST,F,50,136,6,W
11/11/94,T,EAST,B,9,UTST,F,43,116,4,W
11/11/94,T,EAST,B,9,UTST,F,43,117,3,W
11/11/94,T,WEST,A,16,UTST,J,42,121,3,W
3/16/95,C,CALI,A,.,NONE,.,.,.,.,.
3/16/95,C,GRAV,C,.,NONE,.,.,.,.,.
3/16/95,C,SAND,B,1,UTST,F,42,101,3,W
3/16/95,C,SAND,B,4,UTST,M,44,123,4,W
3/16/95,C,SAND,B,14,UTST,F,40,105,3,.
3/16/95,G,BASN,B,4,CNIN,F,38,130,2,W
3/16/95,G,IBPE,C,.,NONE,.,.,.,.,.
3/16/95,G,SUMM,A,.,NONE,.,.,.,.,.
3/16/95,M,NORT,C,5,UTST,M,44,124,4,W
3/16/95,M,RABB,A,2,UTST,M,46,107,4,B
3/16/95,M,WELL,B,13,UTST,F,38,103,3,W
3/16/95,T,EAST,B,4,UTST,M,46,133,5,W
3/16/95,T,WEST,A,8,UTST,M,42,106,.,W
3/16/95,T,WEST,A,12,UTST,M,50,137,4,W
3/23/95,C,CALI,A,8,COTE,M,36,73,2,W
3/23/95,C,CALI,A,16,UTST,F,47,128,4,W
3/23/95,C,GRAV,C,11,CNUN,F,39,127,2,W
3/23/95,C,SAND,B,.,NONE,.,.,.,.,.
3/23/95,G,BASN,B,3,CNIN,F,49,164,2,W
3/23/95,G,BASN,B,15,HOMA,M,37,73,2,W
3/23/95,G,IBPE,C,7,CNIN,F,37,128,2,W
3/23/95,G,IBPE,C,8,CNIN,M,57,181,5,W
3/23/95,G,IBPE,C,8,UTST,F,43,110,3,W
3/23/95,M,NORT,C,8,UTST,M,45,125,4,W
3/23/95,M,RABB,A,.,NONE,.,.,.,.,.
3/23/95,M,WELL,B,15,UTST,M,46,121,3,W
3/23/95,T,EAST,B,.,NONE,.,.,.,.,.
3/23/95,T,WEST,A,12,UTST,M,51,139,4,W
6/2/95,C,CALI,A,.,NONE,.,.,.,.,.
6/2/95,C,GRAV,D,15,PHMO,.,57,86,12,W
6/2/95,C,SAND,B,.,NONE,.,.,.,.,.
6/2/95,G,BASN,B,8,CNIN,F,57,178,5,W
6/2/95,G,IBPE,C,6,UTST,F,46,117,3,W
6/2/95,G,SUMM,A,.,NONE,.,.,.,.,.
6/2/95,M,NORT,C,13,CNTI,.,.,.,.,.
6/2/95,M,RABB,A,10,SCUN,F,53,113,5,W
6/2/95,M,WELL,B,.,NONE,.,.,.,.,.
6/2/95,T,EAST,B,.,NONE,.,.,.,.,.
6/2/95,T,WEST,A,1,CNIN,F,49,165,4,W
6/6/95,C,CALI,A,2,UTST,F,51,125,4,W
6/6/95,C,CALI,A,16,UTST,F,52,131,4,W
6/6/95,C,GRAV,D,.,NONE,.,.,.,.,.
6/6/95,C,SAND,B,.,NONE,.,.,.,.,.
6/6/95,G,BASN,B,3,CNTI,M,65,197,9,B
6/6/95,G,BASN,B,7,CNIN,F,52,172,4,W
6/6/95,G,IBPE,C,3,CNIN,F,57,175,4,W
6/6/95,G,IBPE,C,16,CNIN,M,56,92,4,B
6/6/95,G,IBPE,C,16,CNIN,F,61,184,3,W
6/6/95,G,SUMM,A,.,NONE,.,.,.,.,.
6/6/95,M,NORT,C,.,NONE,.,.,.,.,.
6/6/95,M,RABB,A,.,NONE,.,.,.,.,.
6/6/95,M,WELL,B,.,NONE,.,.,.,.,.
6/6/95,T,EAST,B,.,NONE,.,.,.,.,.
6/6/95,T,WEST,A,2,CNTI,M,69,262,10,W
6/9/95,C,CALI,A,.,NONE,.,.,.,.,.
6/9/95,C,GRAV,D,.,NONE,.,.,.,.,.
6/9/95,C,SAND,B,4,CNUN,.,.,.,.,.
6/9/95,G,BASN,B,5,CNIN,M,51,174,4,W
6/9/95,G,IBPE,C,6,CNIN,M,57,168,4,W
6/9/95,G,SUMM,A,.,NONE,.,.,.,.,.
6/9/95,M,NORT,C,.,NONE,.,.,.,.,.
6/9/95,M,RABB,A,.,NONE,.,.,.,.,.
6/9/95,M,WELL,B,4,UTST,F,47,122,3,W
6/9/95,M,WELL,B,15,UTST,F,42,112,2,W
6/9/95,T,EAST,B,16,PHMO,.,62,94,13,W
6/9/95,T,WEST,A,5,CNIN,.,.,.,.,.
6/12/95,C,CALI,A,11,UTST,F,47,119,4,W
6/12/95,C,GRAV,D,.,NONE,.,.,.,.,.
6/12/95,C,SAND,B,5,PHCO,F,75,103,25,W
6/12/95,C,SAND,B,11,CNTI,M,76,132,14,B
6/12/95,G,BASN,B,1,CNIN,F,52,169,3,W
6/12/95,G,BASN,B,7,CNIN,M,.,.,.,W
6/12/95,G,IBPE,C,.,NONE,.,.,.,.,.
6/12/95,G,SUMM,A,.,NONE,.,.,.,.,.
6/12/95,M,NORT,C,1,CNTI,M,76,229,.,W
6/12/95,M,NORT,C,8,PHMO,M,51,92,9,W
6/12/95,M,NORT,C,13,PHMO,F,57,83,8,W
6/12/95,M,RABB,A,7,SCUN,M,60,169,8,W
6/12/95,M,WELL,B,11,SCUN,M,63,151,9,W
6/12/95,T,EAST,B,3,SCUN,F,65,177,10,W
6/12/95,T,EAST,B,10,UTST,F,49,132,4,W
6/12/95,T,EAST,B,13,SCUN,F,61,120,9,B
6/12/95,T,WEST,A,.,NONE,.,.,.,.,.
8/8/95,C,CALI,A,.,NONE,.,.,.,.,.
8/8/95,C,GRAV,D,.,NONE,.,.,.,.,.
8/8/95,C,SAND,B,10,UTST,M,37,86,1,W
8/8/95,C,SAND,B,12,UTST,F,34,79,1,W
8/8/95,G,BASN,B,8,UTST,M,30,81,1,W
8/8/95,G,IBPE,C,7,UTST,F,28,78,1,W
8/8/95,G,IBPE,C,8,UTST,F,27,70,1,W
8/8/95,G,IBPE,C,10,UTST,M,26,74,1,W
8/8/95,G,IBPE,C,13,UTST,M,32,72,1,W
8/8/95,G,SUMM,A,.,NONE,.,.,.,.,.
8/8/95,M,NORT,C,.,NONE,.,.,.,.,.
8/8/95,M,RABB,A,15,UTST,J,28,74,1,W
8/8/95,M,RABB,A,15,UTST,J,.,.,1,W
8/8/95,M,WELL,B,2,UTST,M,25,43,1,W
8/8/95,M,WELL,B,4,UTST,M,33,90,1,W
8/8/95,M,WELL,B,4,UTST,M,31,88,1,W
8/8/95,M,WELL,B,4,UTST,F,28,76,1,W
8/8/95,T,EAST,B,2,UTST,J,34,93,1,W
8/8/95,T,EAST,B,10,UTST,F,48,126,4,W
8/8/95,T,WEST,A,12,UTST,J,23,75,1,W
8/11/95,C,CALI,A,2,UTST,M,30,82,1,W
8/11/95,C,CALI,A,14,UTST,M,35,67,1,W
8/11/95,C,GRAV,D,.,NONE,.,.,.,.,.
8/11/95,C,SAND,B,3,UTST,M,36,70,1,B
8/11/95,G,BASN,B,.,NONE,.,.,.,.,.
8/11/95,G,IBPE,C,3,CNIN,J,39,127,1,W
8/11/95,G,IBPE,C,3,UTST,F,32,84,1,W
8/11/95,G,IBPE,C,5,CNIN,.,.,.,.,W
8/11/95,G,IBPE,C,8,UTST,M,31,83,1,W
8/11/95,G,IBPE,C,9,UTST,M,27,61,.,B
8/11/95,G,SUMM,A,.,NONE,.,.,.,.,.
8/11/95,M,NORT,C,1,UTST,M,27,71,1,W
8/11/95,M,RABB,A,2,UTST,F,29,74,1,W
8/11/95,M,RABB,A,9,UTST,M,22,33,1,B
8/11/95,M,WELL,B,8,CNTI,J,38,130,1,W
8/11/95,M,WELL,B,8,UTST,F,27,71,1,W
8/11/95,M,WELL,B,10,UTST,M,29,63,1,W
8/11/95,T,EAST,B,2,UTST,M,38,106,2,W
8/11/95,T,EAST,B,3,UTST,J,.,.,1,W
8/11/95,T,WEST,A,.,NONE,.,.,.,.,.
8/15/95,C,CALI,A,7,CNTI,J,39,133,1,W
8/15/95,C,GRAV,D,10,UTST,M,38,97,1,W
8/15/95,C,SAND,B,4,UTST,F,29,41,1,B
8/15/95,C,SAND,B,5,CNUN,F,.,.,.,B
8/15/95,C,SAND,B,7,EUOB,.,.,.,.,W
8/15/95,G,BASN,B,1,CNIN,J,38,123,1,W
8/15/95,G,BASN,B,11,CNIN,.,32,51,.,B
8/15/95,G,BASN,B,11,UTST,.,28,73,1,W
8/15/95,G,IBPE,C,4,UTST,M,30,38,1,B
8/15/95,G,IBPE,C,6,CNIN,F,56,187,5,W
8/15/95,G,IBPE,C,8,UTST,M,29,83,1,W
8/15/95,G,IBPE,C,11,CNTI,J,35,117,1,W
8/15/95,G,IBPE,C,11,UTST,F,27,61,1,B
8/15/95,G,SUMM,A,11,CNUN,F,.,.,.,B
8/15/95,G,SUMM,A,16,COTE,M,31,69,1,W
8/15/95,M,NORT,C,.,NONE,.,.,.,.,.
8/15/95,M,RABB,A,12,UTST,M,24,65,1,W
8/15/95,M,RABB,A,13,UTST,M,32,86,1,W
8/15/95,M,WELL,B,1,UTST,F,22,57,1,W
8/15/95,M,WELL,B,3,UTST,M,25,48,1,B
8/15/95,M,WELL,B,14,CNNE,F,37,126,1,W
8/15/95,T,EAST,B,5,UTST,F,25,68,.,W
8/15/95,T,EAST,B,7,UTST,M,.,106,.,W
8/15/95,T,EAST,B,12,UTST,F,43,96,.,W
8/15/95,T,WEST,A,9,UTST,M,35,94,.,W
8/18/95,C,CALI,A,.,NONE,.,.,.,.,.
8/18/95,C,GRAV,D,.,NONE,.,.,.,.,.
8/18/95,C,SAND,B,.,NONE,.,.,.,.,.
8/18/95,G,BASN,B,.,NONE,.,.,.,.,.
8/18/95,G,IBPE,C,.,NONE,.,.,.,.,.
8/18/95,G,SUMM,A,.,NONE,.,.,.,.,.
8/18/95,M,NORT,C,11,UTST,M,35,64,1,W
8/18/95,M,RABB,A,2,UTST,M,48,121,2,B
8/18/95,M,WELL,B,4,UTST,M,33,42,1,B
8/18/95,M,WELL,B,11,SCUN,F,24,58,1,W
8/18/95,M,WELL,B,12,UTST,F,29,87,1,W
8/18/95,M,WELL,B,16,UTST,F,34,77,1,W
8/18/95,M,WELL,B,16,UTST,M,35,95,1,W
8/18/95,T,EAST,B,.,NONE,.,.,.,.,.
8/18/95,T,WEST,A,.,NONE,.,.,.,.,.
11/20/95,C,CALI,A,11,UTST,F,28,77,1,W
11/20/95,C,GRAV,D,7,UTST,M,51,143,5,W
11/20/95,C,SAND,C,.,NONE,.,.,.,.,.
11/20/95,G,BASN,C,9,UTST,M,38,99,2,W
11/20/95,G,IBPE,C,2,UTST,F,44,81,3,B
11/20/95,G,IBPE,C,3,UTST,F,42,97,3,B
11/20/95,G,IBPE,C,4,UTST,M,34,92,1,W
11/20/95,G,IBPE,C,4,UTST,M,49,93,4,B
11/20/95,G,IBPE,C,13,UTST,M,46,127,4,W
11/20/95,G,SUMM,A,.,NONE,.,.,.,.,.
11/20/95,M,NORT,C,3,UTST,M,43,117,3,W
11/20/95,M,NORT,C,5,UTST,M,48,118,4,W
11/20/95,M,NORT,C,10,UTST,F,41,101,2,B
11/20/95,M,RABB,A,3,UTST,M,37,98,2,W
11/20/95,M,RABB,A,14,UTST,M,44,126,3,W
11/20/95,M,WELL,B,2,UTST,M,34,93,2,W
11/20/95,M,WELL,B,2,UTST,M,49,126,4,W
11/20/95,M,WELL,B,4,UTST,M,41,111,3,W
11/20/95,M,WELL,B,6,UTST,M,47,133,4,B
11/20/95,M,WELL,B,7,UTST,M,48,133,4,W
11/20/95,M,WELL,B,7,UTST,M,36,100,2,W
11/20/95,M,WELL,B,8,UTST,F,37,100,2,W
11/20/95,M,WELL,B,8,UTST,M,44,125,3,W
11/20/95,M,WELL,B,11,UTST,F,44,87,3,B
11/20/95,M,WELL,B,12,UTST,M,49,139,5,W
11/20/95,M,WELL,B,15,UTST,M,49,134,3,W
11/20/95,T,EAST,B,4,UTST,F,46,123,4,W
11/20/95,T,EAST,B,10,UTST,F,43,114,3,W
11/20/95,T,WEST,A,8,UTST,F,38,102,2,W
11/20/95,T,WEST,A,12,UTST,M,41,122,3,W
11/28/95,C,CALI,A,1,COTE,M,33,71,1,W
11/28/95,C,GRAV,D,1,UTST,M,.,.,.,.
11/28/95,C,SAND,B,.,NONE,.,.,.,.,.
11/28/95,G,BASN,C,9,UTST,M,48,127,4,B
11/28/95,G,IBPE,C,3,UTST,M,46,106,4,B
11/28/95,G,SUMM,A,.,NONE,.,.,.,.,.
11/28/95,M,NORT,C,.,NONE,.,.,.,.,.
11/28/95,M,RABB,A,.,NONE,.,.,.,.,.
11/28/95,M,WELL,B,2,UTST,F,34,92,2,W
11/28/95,M,WELL,B,5,UTST,M,37,102,2,W
11/28/95,M,WELL,B,6,UTST,F,40,112,3,W
11/28/95,M,WELL,B,7,UTST,M,28,71,2,B
11/28/95,T,EAST,B,5,UTST,F,43,118,4,W
11/28/95,T,EAST,B,14,UTST,M,49,126,5,W
11/28/95,T,EAST,B,16,UTST,F,43,101,3,B
11/28/95,T,WEST,A,12,UTST,F,37,88,2,B
2/6/96,C,CALI,A,.,NONE,.,.,.,.,.
2/6/96,C,GRAV,D,.,NONE,.,.,.,.,.
2/6/96,C,SAND,B,.,NONE,.,.,.,.,.
2/6/96,G,BASN,B,.,NONE,.,.,.,.,.
2/6/96,G,IBPE,C,6,UTST,F,29,75,1,W
2/6/96,G,SUMM,A,.,NONE,.,.,.,.,.
2/6/96,M,NORT,C,.,NONE,.,.,.,.,.
2/6/96,M,RABB,A,2,UTST,M,25,64,1,W
2/6/96,M,WELL,B,11,UTST,M,34,91,1,W
2/6/96,T,EAST,B,15,UTST,F,46,102,4,B
2/6/96,T,WEST,A,5,HOMA,J,26,50,1,W
2/6/96,T,WEST,A,5,UTST,F,32,70,1,B
3/8/96,C,CALI,A,.,NONE,.,.,.,.,.
3/8/96,C,GRAV,D,7,CNUN,F,37,115,1,W
3/8/96,C,SAND,B,1,UTST,F,53,120,4,B
3/8/96,C,SAND,B,2,UTST,M,53,118,6,B
3/8/96,G,BASN,B,.,NONE,.,.,.,.,.
3/8/96,G,IBPE,C,1,UTST,F,38,71,2,B
3/8/96,G,SUMM,A,.,NONE,.,.,.,.,.
3/8/96,M,NORT,C,1,UTST,M,48,105,3,B
3/8/96,M,RABB,A,.,NONE,.,.,.,.,.
3/8/96,M,WELL,B,2,UTST,F,36,64,.,B
3/8/96,M,WELL,B,11,UTST,M,48,137,4,W
3/8/96,T,EAST,B,12,UTST,F,42,115,2,W
3/8/96,T,WEST,A,12,UTST,M,44,125,3,W
3/15/96,C,CALI,A,1,COTE,F,37,77,1,B
3/15/96,C,CALI,A,8,UTST,M,48,137,5,W
3/15/96,C,CALI,A,12,UTST,F,42,118,3,W
3/15/96,C,GRAV,D,.,NONE,.,.,.,.,.
3/15/96,C,SAND,B,1,UTST,F,46,111,3,B
3/15/96,C,SAND,B,1,UTST,M,53,120,4,B
3/15/96,C,SAND,B,8,UTST,M,52,414,6,W
3/15/96,C,SAND,B,9,UTST,F,47,115,4,B
3/15/96,C,SAND,B,10,UTST,F,47,125,4,W
3/15/96,G,BASN,B,8,CNIN,J,37,117,1,W
3/15/96,G,IBPE,C,3,UTST,F,44,99,3,B
3/15/96,G,IBPE,C,4,UTST,F,43,113,3,B
3/15/96,G,IBPE,C,5,CNIN,J,41,138,1,W
3/15/96,G,IBPE,C,7,CNIN,J,41,142,2,W
3/15/96,G,IBPE,C,11,UTST,F,44,97,3,B
3/15/96,G,IBPE,C,11,UTST,F,43,99,3,B
3/15/96,G,IBPE,C,12,CNIN,J,37,123,1,W
3/15/96,G,IBPE,C,15,CNIN,J,42,156,2,W
3/15/96,G,IBPE,C,16,CNIN,J,46,150,2,W
3/15/96,G,SUMM,A,12,CNIN,F,33,66,1,B
3/15/96,M,NORT,C,9,UTST,M,48,129,4,W
3/15/96,M,NORT,C,12,UTST,F,42,115,2,W
3/15/96,M,RABB,A,6,CNIN,J,36,122,1,W
3/15/96,M,WELL,B,4,UTST,M,44,102,3,B
3/15/96,M,WELL,B,4,UTST,F,38,105,2,W
3/15/96,M,WELL,B,5,CNIN,J,44,145,2,W
3/15/96,T,EAST,B,10,CNIN,J,43,134,2,W
3/15/96,T,EAST,B,11,CNIN,J,34,107,1,W
3/15/96,T,EAST,B,14,UTST,M,52,138,5,B
3/15/96,T,WEST,A,.,NONE,.,.,.,.,.
6/4/96,C,CALI,A,.,NONE,.,.,.,.,.
6/4/96,C,GRAV,D,.,NONE,.,.,.,.,.
6/4/96,C,SAND,B,5,CNTI,J,68,226,9,W
6/4/96,G,BASN,B,3,CNIN,F,50,175,4,W
6/4/96,G,BASN,B,7,CNIN,F,50,168,3,W
6/4/96,G,IBPE,C,6,CNIN,F,53,167,4,W
6/4/96,G,IBPE,C,16,CNIN,M,52,141,3,B
6/4/96,G,SUMM,A,.,NONE,.,.,.,.,.
6/4/96,M,NORT,C,.,NONE,.,.,.,.,.
6/4/96,M,RABB,A,.,NONE,.,.,.,.,.
6/4/96,M,WELL,B,.,NONE,.,.,.,.,.
6/4/96,T,EAST,B,.,NONE,.,.,.,.,.
6/4/96,T,WEST,A,7,CNIN,F,52,145,4,B
6/7/96,C,CALI,A,.,NONE,.,.,.,.,.
6/7/96,C,GRAV,D,.,NONE,.,.,.,.,.
6/7/96,C,SAND,B,.,NONE,.,.,.,.,.
6/7/96,G,BASN,B,5,CNIN,F,.,.,.,.
6/7/96,G,IBPE,C,6,CNNE,F,60,212,6,W
6/7/96,G,SUMM,A,10,CNUN,F,55,179,4,W
6/7/96,M,NORT,C,12,UTST,F,43,89,2,B
6/7/96,M,RABB,A,14,SCUN,M,46,133,3,W
6/7/96,M,WELL,B,1,UTST,F,41,103,2,B
6/7/96,T,EAST,A,.,NONE,.,.,.,.,.
6/7/96,T,EAST,B,.,NONE,.,.,.,.,.
6/11/96,C,CALI,A,.,NONE,.,.,.,.,.
6/11/96,C,CALI,A,.,NONE,.,.,.,.,.
6/11/96,C,GRAV,D,.,NONE,.,.,.,.,.
6/11/96,C,SAND,B,.,NONE,.,.,.,.,.
6/11/96,G,BASN,B,1,CNIN,M,51,183,3,W
6/11/96,G,BASN,B,8,CNIN,M,56,195,4,W
6/11/96,G,IBPE,C,3,UTST,F,44,118,3,W
6/11/96,G,SUMM,A,.,NONE,.,.,.,.,.
6/11/96,M,NORT,C,.,NONE,.,.,.,.,.
6/11/96,M,RABB,A,.,NONE,.,.,.,.,.
6/11/96,M,WELL,B,1,UTST,F,.,.,.,W
6/11/96,T,EAST,B,.,NONE,.,.,.,.,.
6/11/96,T,WEST,A,11,CNIN,M,55,88,4,B
6/14/96,C,CALI,A,15,EUOB,.,91,193,17,W
6/14/96,C,GRAV,D,.,NONE,.,.,.,.,.
6/14/96,C,SAND,B,.,NONE,.,.,.,.,.
6/14/96,G,BASN,B,.,NONE,.,.,.,.,.
6/14/96,G,IBPE,C,15,CNIN,F,49,161,2,W
6/14/96,G,SUMM,A,.,NONE,.,.,.,.,.
6/14/96,M,NORT,C,.,NONE,.,.,.,.,.
6/14/96,M,RABB,A,.,NONE,.,.,.,.,.
6/14/96,M,WELL,B,1,UTST,F,44,117,3,W
6/14/96,M,WELL,B,10,UTST,F,43,74,2,B
6/14/96,T,EAST,B,.,NONE,.,.,.,.,.
6/14/96,T,WEST,A,.,NONE,.,.,.,.,.
8/9/96,C,CALI,A,.,NONE,.,.,.,.,.
8/9/96,C,GRAV,D,.,NONE,.,.,.,.,.
8/9/96,C,SAND,B,.,NONE,.,.,.,.,.
8/9/96,G,BASN,B,2,UTST,M,27,71,1,W
8/9/96,G,BASN,B,5,CNIN,F,58,193,4,W
8/9/96,G,IBPE,C,12,CNIN,F,57,155,4,B
8/9/96,G,SUMM,A,.,NONE,.,.,.,.,.
8/9/96,M,NORT,C,4,PHCO,J,24,35,1,W
8/9/96,M,NORT,C,8,UTST,F,44,110,1,B
8/9/96,M,RABB,A,13,UTST,M,29,34,1,B
